iter	Logloss
599	0.3045627756
600	0.3044188628
601	0.3042954533
602	0.304191166
603	0.3040440509
604	0.3038508563
605	0.3037257996
606	0.3035656414
607	0.3033920095
608	0.3032217252
609	0.303122502
610	0.3029055875
611	0.3026887876
612	0.3026053941
613	0.3024200361
614	0.3023388572
615	0.3021855831
616	0.3020714334
617	0.301833558
618	0.3017632493
619	0.3016841141
620	0.3015423913
621	0.3014031926
622	0.3011983783
623	0.3010683638
624	0.3009116557
625	0.3007634946
626	0.3005912504
627	0.3004382741
628	0.3002484024
629	0.3001700406
630	0.3000849383
631	0.2999325104
632	0.2998147409
633	0.2995961635
634	0.2994755084
635	0.2993974159
636	0.2991922657
637	0.29911783
638	0.2989436801
639	0.2988757517
640	0.2988048731
641	0.2986500608
642	0.2984992928
643	0.2983759514
644	0.2981842795
645	0.2980438792
646	0.2978531905
647	0.2977812021
648	0.2975914
649	0.2974687138
650	0.2973944775
651	0.2972217856
652	0.2970749345
653	0.2969305544
654	0.2967756345
655	0.2967010641
656	0.296564421
657	0.29648026
658	0.2963128292
659	0.2961638624
660	0.2960694374
661	0.2959498273
662	0.2958605655
663	0.2957059422
664	0.2955610329
665	0.2954905553
666	0.2952624211
667	0.2951954993
668	0.295105734
669	0.2950381411
670	0.2948275121
671	0.2946817588
672	0.294530423
673	0.2944581332
674	0.2943262895
675	0.2942224457
676	0.2941587455
677	0.2939920074
678	0.2939223357
679	0.2937735492
680	0.2935947181
681	0.2934630643
682	0.2933277367
683	0.2932180157
684	0.2931116853
685	0.2929299697
686	0.2927884356
687	0.2926289893
688	0.2924993501
689	0.2923380503
690	0.2922096278
691	0.2921442828
692	0.2920749805
693	0.291914725
694	0.2917306528
695	0.2916180213
696	0.2914687915
697	0.291270598
698	0.2911090657
699	0.2910515706
700	0.2909398675
701	0.2908022878
702	0.2907404989
703	0.2905939553
704	0.2904222925
705	0.2903308827
706	0.2902612774
707	0.2901059045
708	0.2899618553
709	0.2898343037
710	0.2897684225
711	0.2896411095
712	0.2894601704
713	0.289270227
714	0.289204848
715	0.289102538
716	0.2889520694
717	0.288764757
718	0.2886042966
719	0.2885179856
720	0.2883694718
721	0.2882311124
722	0.2881710016
723	0.2880333351
724	0.2879332376
725	0.2877940906
726	0.2876542212
727	0.2875245887
728	0.2873802137
729	0.2871989862
730	0.2870617231
731	0.2869791028
732	0.286839407
733	0.2866462855
734	0.2865808401
735	0.2864579463
736	0.2863229218
737	0.2861970638
738	0.2860990791
739	0.2859443641
740	0.2857819546
741	0.2856497998
742	0.2855840194
743	0.2854619219
744	0.2854059696
745	0.2853402894
746	0.2852762526
747	0.2852179186
748	0.2850491272
749	0.2849395031
750	0.2848098065
751	0.2846644802
752	0.2845534679
753	0.2844447212
754	0.2843002015
755	0.2842374066
756	0.2840909766
757	0.2839572098
758	0.2839004872
759	0.2837466921
760	0.2836662539
761	0.2835255379
762	0.2834715651
763	0.283365281
764	0.2833000695
765	0.2831868241
766	0.2830977642
767	0.2830219891
768	0.2829047147
769	0.2827483563
770	0.2825983648
771	0.2825060527
772	0.2824423189
773	0.2823131639
774	0.2821667925
775	0.2820278481
776	0.2818875973
777	0.2818239978
778	0.2817669058
779	0.2815998317
780	0.281464703
781	0.2813385823
782	0.2811729779
783	0.2810370682
784	0.2808589928
785	0.2807532214
786	0.2806926906
787	0.2806318745
788	0.2805033568
789	0.2803365067
790	0.2802126306
791	0.2800871233
792	0.2799280444
793	0.2797717358
794	0.2795832689
795	0.2795233603
796	0.2793994831
797	0.2792129799
798	0.2790460778
799	0.2788685607
800	0.2787590564
801	0.2786233227
802	0.2785357886
803	0.278477555
804	0.2784130333
805	0.2783588437
806	0.2783044014
807	0.2781907845
808	0.2780521362
809	0.2779212137
810	0.2778233493
811	0.2777147169
812	0.2776044206
813	0.2775177267
814	0.277459895
815	0.2773302618
816	0.2772049148
817	0.2771247771
818	0.2769845401
819	0.2768367903
820	0.2767426834
821	0.2766201554
822	0.2765672573
823	0.2764205403
824	0.2763664167
825	0.2762300572
826	0.2761774093
827	0.2760561165
828	0.2759923996
829	0.2759062336
830	0.2757702211
831	0.2755957711
832	0.2755455565
833	0.2754156818
834	0.2753636552
835	0.2752384567
836	0.2750999896
837	0.2750060011
838	0.2748458967
839	0.2746730735
840	0.2745349827
841	0.2744782941
842	0.2743712201
843	0.2742274366
844	0.274153758
845	0.2740958777
846	0.2739573054
847	0.2738986357
848	0.2737674875
849	0.273690522
850	0.2736369025
851	0.2735835003
852	0.2734494514
853	0.2733388047
854	0.273212586
855	0.2730815232
856	0.27294754
857	0.2728072556
858	0.2727164802
859	0.2725963808
860	0.2724587013
861	0.2723688866
862	0.2723113574
863	0.272169472
864	0.2720516916
865	0.2719333278
866	0.2718337674
867	0.2716889563
868	0.2716108016
869	0.2714476219
870	0.2713658065
871	0.2712188929
872	0.2710839756
873	0.2710324019
874	0.2709022417
875	0.2707352355
876	0.2706024316
877	0.27055074
878	0.2704279597
879	0.2703017525
880	0.2702553257
881	0.2701244893
882	0.2700519884
883	0.2699826295
884	0.2698440389
885	0.2697849511
886	0.2697299379
887	0.2695934824
888	0.2694471481
889	0.2694011909
890	0.2693557698
891	0.2692233124
892	0.2691040378
893	0.2690495954
894	0.2689432281
895	0.2688343728
896	0.2687025266
897	0.2686235952
898	0.268503691
899	0.2684573983
900	0.2684128496
901	0.2682429443
902	0.2681169554
903	0.268011799
904	0.2679710586
905	0.267914955
906	0.2677588172
907	0.2676978668
908	0.2675981054
909	0.2674712509
910	0.2673718744
911	0.267248858
912	0.2671939635
913	0.2670873726
914	0.2670480923
915	0.2669927432
916	0.266922385
917	0.2668473541
918	0.266724137
919	0.2665995371
920	0.2665546873
921	0.2665041545
922	0.2663851458
923	0.2662726407
924	0.2662201103
925	0.2661125623
926	0.2659323055
927	0.2657911304
928	0.2656453556
929	0.2655839718
930	0.2655029628
931	0.2654082956
932	0.2653636464
933	0.2652554693
934	0.2651202985
935	0.2650776632
936	0.2650352622
937	0.264994673
938	0.2649291113
939	0.2648135258
940	0.2647563986
941	0.2647026609
942	0.2646608639
943	0.2645431759
944	0.2644133582
945	0.2642668889
946	0.2642274722
947	0.2641810482
948	0.2640814727
949	0.2640226968
950	0.2639390012
951	0.2638255983
952	0.2636796773
953	0.2636273313
954	0.2635861203
955	0.2634796958
956	0.2633626567
957	0.2632458871
958	0.2631252663
959	0.2630033597
960	0.2628860155
961	0.2627477562
962	0.2627088767
963	0.2625900244
964	0.26245811
965	0.2624040522
966	0.2623258764
967	0.2622720877
968	0.2622317162
969	0.2621837801
970	0.2621139406
971	0.2619917243
972	0.2618996481
973	0.2618478382
974	0.2617296944
975	0.2616173012
976	0.261511999
977	0.2613956976
978	0.2613384878
979	0.26118314
980	0.26113497
981	0.2610148374
982	0.2609635816
983	0.26085462
984	0.2607501894
985	0.2606464909
986	0.2606008381
987	0.2605252054
988	0.2603741756
989	0.2603012888
990	0.26025275
991	0.2601634316
992	0.2601126784
993	0.2600726744
994	0.2599867198
995	0.2599089931
996	0.2598131259
997	0.2596900418
998	0.2595667849
999	0.2594103745
